369.52612,100,788
369.526119,99,762
369.526118,98,767
369.526117,100,688
369.526116,99,758
369.526115,100,773
369.526114,100,786
369.526113,100,859
369.526112,100,800
369.526111,100,863
369.52611,100,837
369.526109,100,880
369.526108,100,894
369.526107,100,990
369.526106,100,930
369.526105,100,969
369.526104,100,989
369.526103,99,1032
369.526102,100,1097
369.526101,100,1133
369.5261,100,1104
369.526099,100,1149
369.526098,100,1286
369.526097,100,1364
369.526096,100,1277
369.526095,100,1393
369.526094,100,1408
369.526093,100,1302
369.526092,100,1069
369.526091,100,1184
369.52609,100,981
369.526089,100,1015
369.526088,100,1014
369.526087,99,991
369.526086,100,1020
369.526085,100,946
369.526084,100,1040
369.526083,100,987
369.526082,100,980
369.526081,100,1002
