369.52613,334,1183
369.526129,366,1284
369.526128,341,1226
369.526127,349,1213
369.526126,384,1291
369.526125,330,1225
369.526124,346,1255
369.526123,401,1382
369.526122,401,1388
369.526121,451,1565
369.52612,460,1610
369.526119,482,1629
369.526118,614,2160
369.526117,569,1980
369.526116,569,1982
369.526115,666,2352
369.526114,645,2350
369.526113,696,2598
369.526112,808,3247
369.526111,751,2882
369.52611,819,3585
369.526109,854,4138
369.526108,885,4923
369.526107,898,4938
369.526106,858,4333
369.526105,895,5149
369.526104,898,5596
369.526103,925,6308
369.526102,913,6247
369.526101,922,7118
369.5261,934,7361
369.526099,932,7893
369.526098,938,8017
369.526097,943,8168
369.526096,943,7855
369.526095,880,5863
369.526094,836,3739
369.526093,575,3250
369.526092,96,513
369.526091,87,477
369.52609,44,326
369.526089,47,335
369.526088,54,356
369.526087,51,340
369.526086,54,343
369.526085,48,327
369.526084,42,320
369.526083,43,363
369.526082,52,361
369.526081,49,347
369.52608,52,350
369.526079,53,352
369.526078,45,351
369.526077,40,339
369.526076,50,352
369.526075,46,352
369.526074,53,358
369.526073,37,315
369.526072,63,370
369.526071,51,369
